OSEBuildingID,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),Outlier,TotalGHGEmissions,GHGEmissionsIntensity
21534,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.61952,-122.34462,2013,1.0,3,51552,0,51552,"Data Center, Office",Office,54150.0,Data Center,650.0,,0.0,,1539066.375,0.0,1539066.0,0.0,,10.73,0.21
21535,NonResidential,Hotel,7,LAKE UNION,47.62014,-122.34456,1959,1.0,4,38520,0,38520,Hotel,Hotel,38500.0,,0.0,,0.0,37.0,2804534.0,0.0,1597279.0,1207255.0,,75.25,1.95
21537,NonResidential,Hotel,7,LAKE UNION,47.62174,-122.34417,1961,1.0,3,29186,4256,24930,Hotel,Hotel,19000.0,,0.0,,0.0,95.0,867184.375,0.0,343234.0,523951.0,,30.22,1.04
21546,NonResidential,Worship Facility,7,LAKE UNION,47.6201,-122.34071,1960,1.0,1,27338,0,27338,Worship Facility,Worship Facility,27338.0,,0.0,,0.0,56.0,581289.0,0.0,581289.0,0.0,,4.05,0.15
21795,NonResidential,Other,3,EAST,47.64132,-122.31644,1999,1.0,2,85750,65640,20110,"K-12 School, Parking",Parking,65000.0,K-12 School,20000.0,,0.0,,2045592.0,0.0,669413.0,1376179.0,,77.76,0.91
21549,NonResidential,Laboratory,7,MAGNOLIA / QUEEN ANNE,47.6224,-122.36248,1962,1.0,2,34416,0,34416,"Laboratory, Office, Parking",Laboratory,20649.0,Office,13767.0,Parking,2000.0,,12015936.0,0.0,4675400.0,7340535.0,,422.45,12.27
21550,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.61954,-122.35847,1930,1.0,3,45864,0,45864,Office,Office,45864.0,,0.0,,0.0,94.0,2590622.0,0.0,480350.0,2110272.0,,115.43,2.52
21557,NonResidential,K-12 School,5,NORTHWEST,47.72726,-122.32835,1999,1.0,2,49252,0,49252,K-12 School,K-12 School,61099.0,,0.0,,0.0,23.0,3485865.5,0.0,1738749.0,1747116.0,,104.91,2.13
21570,SPS-District K-12,K-12 School,5,NORTH,47.71343,-122.31466,1950,1.0,1,34005,0,34005,K-12 School,K-12 School,50337.0,,0.0,,0.0,94.0,991918.0,0.0,921835.0,70083.0,,10.15,0.3
21578,SPS-District K-12,K-12 School,1,SOUTHWEST,47.56549,-122.39689,1949,1.0,1,41221,0,41221,K-12 School,K-12 School,60814.0,,0.0,,0.0,83.0,2246747.5,0.0,1579221.0,667526.0,,46.46,1.13
21580,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.63245,-122.32529,1987,1.0,3,33176,0,33176,"Office, Parking",Office,33176.0,Parking,15000.0,,0.0,89.0,1426279.5,0.0,862441.0,563838.0,,35.96,1.08
21582,NonResidential,Retail Store,4,LAKE UNION,47.63246,-122.32658,1993,1.0,3,25194,3764,21430,"Medical Office, Office, Retail Store",Retail Store,10751.0,Medical Office,8044.0,Office,2635.0,,1878742.875,0.0,950029.0,928714.0,,55.95,2.22
21601,SPS-District K-12,K-12 School,2,SOUTHEAST,47.52499,-122.27466,2000,1.0,2,75605,0,75605,K-12 School,K-12 School,75605.0,,0.0,,0.0,83.0,2274873.5,0.0,1520396.0,754477.0,,50.67,0.67
21604,SPS-District K-12,K-12 School,2,SOUTHEAST,47.52526,-122.27092,2008,1.0,2,29525,0,29525,K-12 School,K-12 School,29525.0,,0.0,,0.0,77.0,1297812.75,0.0,964739.0,333074.0,,24.42,0.83
21611,NonResidential,Worship Facility,2,GREATER DUWAMISH,47.55072,-122.30265,1977,1.0,99,21948,0,21948,Worship Facility,Worship Facility,21948.0,,0.0,,0.0,80.0,326001.1875,0.0,326001.0,0.0,,2.27,0.1
21613,NonResidential,Other,3,EAST,47.64033,-122.29135,1927,1.0,3,31191,0,31191,"Other - Recreation, Self-Storage Facility",Other - Recreation,30095.0,Self-Storage Facility,1096.0,,0.0,,5876439.0,0.0,3123654.0,2752785.0,,167.98,5.39
21617,NonResidential,Other,5,NORTH,47.72039,-122.29729,1947,1.0,1,37377,0,37377,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store","Repair Services (Vehicle, Shoe, Locksmith, etc)",31303.0,Retail Store,3468.0,Office,840.0,,3040978.0,0.0,1078845.0,1962133.0,,111.73,2.99
21622,NonResidential,Warehouse,2,GREATER DUWAMISH,47.53906,-122.32031,1977,1.0,1,29380,0,29380,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,16768.0,Office,6837.0,Other,5775.0,33.0,856088.625,0.0,856089.0,0.0,,5.97,0.2
21656,NonResidential,Worship Facility,3,EAST,47.60321889,-122.3205567,1922,1.0,2,22688,0,22688,Worship Facility,Worship Facility,22688.0,,0.0,,0.0,87.0,331675.0,0.0,228628.0,103047.0,,7.07,0.31
21687,NonResidential,Other,2,SOUTHEAST,47.56028,-122.28914,1962,1.0,2,22364,0,22364,"Adult Education, Parking",Adult Education,22364.0,Parking,0.0,,0.0,,1467029.75,0.0,508870.0,958160.0,,54.44,2.43
21689,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.54693,-122.28718,1982,1.0,2,41262,0,41262,Office,Office,40738.0,,0.0,,0.0,84.0,1903455.875,0.0,1903455.0,0.0,,13.27,0.32
21716,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62038,-122.34668,1953,1.0,2,43183,0,43183,"Data Center, Office",Office,26580.0,Data Center,11497.0,,0.0,,7408342.0,0.0,6523873.0,884468.0,,92.45,2.14
21723,NonResidential,Worship Facility,4,NORTH,47.68566,-122.31849,1908,1.0,3,45680,0,45680,Worship Facility,Worship Facility,45680.0,,0.0,,0.0,79.0,2077039.375,0.0,509352.0,1567688.0,,86.81,1.9
21741,NonResidential,Senior Care Community,7,LAKE UNION,47.61935,-122.33389,2006,1.0,14,724148,0,724148,Senior Care Community,Senior Care Community,726000.0,,0.0,,0.0,8.0,37797084.0,0.0,23718388.0,14078694.0,,913.07,1.26
21768,NonResidential,Worship Facility,1,SOUTHWEST,47.53439,-122.37699,1957,1.0,1,23562,0,23562,"Office, Worship Facility",Worship Facility,18278.0,Office,15212.0,,0.0,96.0,531737.1875,0.0,531737.0,0.0,,3.71,0.16
21772,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.65804,-122.36537,1999,1.0,4,28844,0,28844,"Office, Other",Office,10292.0,Other,10200.0,,0.0,,910718.6875,0.0,910718.0,0.0,,6.35,0.22
21774,SPS-District K-12,K-12 School,1,DELRIDGE,47.54176,-122.37349,1988,1.0,2,54528,0,54528,K-12 School,K-12 School,54285.0,,0.0,,0.0,75.0,1972078.625,0.0,1972078.0,0.0,,13.75,0.25
21783,NonResidential,Warehouse,2,GREATER DUWAMISH,47.56067,-122.32646,1989,1.0,1,21101,0,21101,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18373.0,Office,2728.0,,0.0,,675772.875,0.0,171716.0,504057.0,,27.97,1.33
21784,NonResidential,Refrigerated Warehouse,2,GREATER DUWAMISH,47.56067,-122.32705,1914,1.0,2,45594,0,45594,Refrigerated Warehouse,Refrigerated Warehouse,45594.0,,0.0,,0.0,75.0,1351267.875,0.0,1351268.0,0.0,,9.42,0.21
21785,NonResidential,Other,2,GREATER DUWAMISH,47.55013,-122.33044,1950,1.0,1,26660,0,26660,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,26660.0,,0.0,,0.0,,2241280.5,0.0,2241280.0,0.0,,15.62,0.59
21786,NonResidential,Warehouse,2,GREATER DUWAMISH,47.56056,-122.32593,1975,1.0,1,28126,0,28126,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,21780.0,Office,6346.0,,0.0,44.0,870625.8125,0.0,598370.0,272256.0,,18.63,0.66
21787,NonResidential,Warehouse,2,GREATER DUWAMISH,47.54813,-122.32553,1964,1.0,1,35000,0,35000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,35000.0,,0.0,,0.0,53.0,378714.4063,0.0,378714.0,0.0,,2.64,0.08
21792,NonResidential,Warehouse,2,GREATER DUWAMISH,47.54948,-122.32536,1962,1.0,1,26150,0,26150,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,26150.0,,0.0,,0.0,6.0,1208407.625,0.0,815508.0,392900.0,,26.55,1.02
21793,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.54974,-122.3261,1967,1.0,2,24000,0,24000,Office,Office,24000.0,,0.0,,0.0,73.0,1088556.25,0.0,1088556.0,0.0,,7.59,0.32
21794,NonResidential,K-12 School,3,EAST,47.64132,-122.31644,1968,1.0,5,43594,0,43594,K-12 School,K-12 School,40809.0,,0.0,,0.0,38.0,2478045.5,0.0,1264732.0,1213313.0,,73.26,1.68
21822,NonResidential,Distribution Center,4,LAKE UNION,47.65791,-122.34274,1912,1.0,1,28080,0,28080,"Distribution Center, Office",Distribution Center,25580.0,Office,2500.0,,0.0,,794724.625,0.0,513012.0,281713.0,,18.54,0.66
21879,NonResidential,Senior Care Community,5,NORTHWEST,47.72618,-122.35642,1954,1.0,2,51298,0,51298,Senior Care Community,Senior Care Community,51298.0,,0.0,,0.0,85.0,5655578.0,0.0,2094607.0,3560971.0,,203.73,3.97
21883,NonResidential,Worship Facility,5,NORTHWEST,47.72558,-122.3578,1962,1.0,1,22047,0,22047,"Parking, Worship Facility",Worship Facility,22898.0,Parking,0.0,,0.0,100.0,265774.9063,0.0,265775.0,0.0,,1.85,0.08
21893,NonResidential,Warehouse,1,GREATER DUWAMISH,47.5213,-122.32182,1979,1.0,1,31600,0,31600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31600.0,,0.0,,0.0,3.0,3363535.5,0.0,1633306.0,1730229.0,,103.28,3.27
21894,NonResidential,Warehouse,1,GREATER DUWAMISH,47.52024,-122.32137,2007,1.0,1,35289,0,35289,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,35289.0,,0.0,,0.0,63.0,876425.0,0.0,490823.0,385602.0,,23.9,0.68
21896,NonResidential,Warehouse,1,GREATER DUWAMISH,47.51899,-122.321,1981,1.0,1,28920,0,28920,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,,0.0,,0.0,50.0,1750419.0,0.0,279044.0,1471375.0,,80.09,2.77
21897,NonResidential,Warehouse,1,GREATER DUWAMISH,47.5193,-122.3213,1978,1.0,1,22176,0,22176,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22176.0,,0.0,,0.0,60.0,736428.625,0.0,137469.0,598959.0,,32.77,1.48
21898,NonResidential,Warehouse,1,GREATER DUWAMISH,47.51968,-122.3212,1978,1.0,1,31300,0,31300,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31300.0,,0.0,,0.0,89.0,362874.0,0.0,220913.0,141961.0,,9.08,0.29
21902,NonResidential,Warehouse,1,GREATER DUWAMISH,47.51918,-122.31957,1979,1.0,1,22000,0,22000,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,22000.0,Parking,0.0,,0.0,14.0,700627.625,0.0,700628.0,0.0,,4.88,0.22
21904,NonResidential,Small- and Mid-Sized Office,5,NORTH,47.70079,-122.32714,1974,1.0,3,39927,0,39927,"Office, Parking",Office,39541.0,Parking,0.0,,0.0,38.0,3568419.5,0.0,3568419.0,0.0,,24.88,0.62
21905,NonResidential,Other,5,NORTH,47.69883,-122.32479,1979,1.0,1,30610,0,30610,"Office, Other - Recreation",Other - Recreation,23320.0,Office,7290.0,,0.0,,4294550.0,0.0,1999987.0,2294563.0,,135.81,4.44
21907,NonResidential,Medical Office,5,NORTH,47.70007,-122.32533,1980,1.0,2,26930,6350,20580,Medical Office,Medical Office,26930.0,,0.0,,0.0,64.0,1002995.0,0.0,1002995.0,0.0,,6.99,0.26
21909,NonResidential,Medical Office,5,NORTH,47.70087,-122.32379,1968,1.0,2,38745,0,38745,"Medical Office, Parking",Medical Office,65069.0,Parking,0.0,,0.0,76.0,2890379.0,0.0,2251578.0,638800.0,,49.62,1.28
21913,NonResidential,Self-Storage Facility,4,NORTHEAST,47.66353,-122.29505,1959,1.0,2,20296,0,20296,Self-Storage Facility,Self-Storage Facility,20296.0,,0.0,,0.0,,855665.125,0.0,855665.0,0.0,,5.97,0.29
21916,NonResidential,Mixed Use Property,4,NORTHEAST,47.66246,-122.29342,1945,1.0,2,22135,0,22135,"Medical Office, Non-Refrigerated Warehouse, Office, Retail Store",Medical Office,10388.0,Office,8116.0,Retail Store,3200.0,,1261634.5,0.0,858099.0,403535.0,,27.41,1.24
21917,NonResidential,Medical Office,4,NORTHEAST,47.66183,-122.29264,1967,1.0,3,38378,0,38378,"Medical Office, Parking",Medical Office,35066.0,Parking,3312.0,,0.0,86.0,1645605.125,0.0,729620.0,915985.0,,53.73,1.4
21920,NonResidential,Warehouse,4,NORTHEAST,47.66294,-122.29521,1980,1.0,2,33576,0,33576,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33576.0,,0.0,,0.0,64.0,1275231.75,0.0,390124.0,885108.0,,49.73,1.48
21921,NonResidential,Supermarket / Grocery Store,4,NORTHEAST,47.66205,-122.29545,1975,1.0,1,33005,0,33005,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,34982.0,Parking,0.0,,0.0,21.0,10642754.0,0.0,7359683.0,3283070.0,,225.67,6.84
21945,NonResidential,Other,3,EAST,47.61074,-122.32259,1981,1.0,1,20971,0,20971,"Bank Branch, Medical Office, Parking, Retail Store",Parking,23483.0,Retail Store,10360.0,Medical Office,8509.0,,729397.1875,0.0,729397.0,0.0,,5.08,0.24
21955,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63981,-122.39907,1927,1.0,3,23910,0,23910,"Office, Retail Store",Office,20000.0,Retail Store,3910.0,,0.0,,873577.3125,0.0,678167.0,195410.0,,15.11,0.63
21964,NonResidential,Worship Facility,6,BALLARD,47.67477,-122.38241,1910,1.0,2,21765,0,21765,Worship Facility,Worship Facility,21765.0,,0.0,,0.0,80.0,431390.4063,0.0,119922.0,311468.0,,17.38,0.8
22062,Campus,University,3,EAST,47.61065,-122.31711,1939,1.0,2,2200000,0,2200000,"College/University, Parking",College/University,1719643.0,Parking,318960.0,,0.0,,114648520.0,0.0,61672821.0,52975694.0,,3243.48,1.47
22078,NonResidential,Worship Facility,3,CENTRAL,47.6101,-122.30838,1901,1.0,2,26560,0,26560,Worship Facility,Worship Facility,26560.0,,0.0,,0.0,1.0,1751483.875,0.0,609983.0,1141501.0,,64.88,2.44
22095,NonResidential,Warehouse,4,LAKE UNION,47.65022,-122.34174,1957,1.0,2,20140,0,20140,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20140.0,,0.0,,0.0,49.0,116486.6016,0.0,116487.0,0.0,,0.81,0.04
22139,NonResidential,Retail Store,2,GREATER DUWAMISH,47.53846,-122.28305,1992,1.0,2,38845,0,38845,"Parking, Retail Store",Retail Store,38845.0,Parking,6000.0,,0.0,82.0,6917280.0,0.0,3290526.0,3626753.0,,215.56,5.55
22142,NonResidential,Supermarket / Grocery Store,2,GREATER DUWAMISH,47.53747,-122.28308,1953,1.0,1,26092,0,26092,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25946.0,Parking,0.0,,0.0,40.0,7619445.0,0.0,5004995.0,2614450.0,,173.75,6.66
22149,SPS-District K-12,K-12 School,5,NORTH,47.70743,-122.28463,1955,1.0,1,38582,0,38582,K-12 School,K-12 School,40374.0,,0.0,,0.0,85.0,1848878.5,0.0,729477.0,1119402.0,,64.54,1.67
22163,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55045,-122.32749,1967,1.0,1,25500,0,25500,Office,Office,25500.0,,0.0,,0.0,98.0,1213869.75,0.0,198748.0,1015122.0,,55.3,2.17
22165,NonResidential,Warehouse,2,GREATER DUWAMISH,47.5478,-122.32307,1961,1.0,1,41895,0,41895,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,37524.0,Office,2596.0,,0.0,,1242311.5,0.0,886222.0,356089.0,,25.09,0.6
22166,NonResidential,Retail Store,2,GREATER DUWAMISH,47.54912,-122.32184,1958,1.0,2,56193,0,56193,Retail Store,Retail Store,56193.0,,0.0,,0.0,,2497942.75,0.0,1858950.0,638992.0,,46.9,0.83
22223,NonResidential,K-12 School,6,BALLARD,47.6712,-122.37568,1922,1.0,3,35448,0,35448,K-12 School,K-12 School,35448.0,,0.0,,0.0,97.0,1379932.5,0.0,280549.0,1099383.0,,60.34,1.7
22230,NonResidential,Supermarket / Grocery Store,6,BALLARD,47.66986,-122.37418,1966,1.0,1,29214,0,29214,Supermarket/Grocery Store,Supermarket/Grocery Store,29214.0,,0.0,,0.0,8.0,9336239.0,0.0,6227281.0,3108958.0,,208.53,7.14
22240,NonResidential,Supermarket / Grocery Store,6,BALLARD,47.66828,-122.37428,2000,1.0,1,89103,43035,46068,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,47034.0,Parking,0.0,,0.0,34.0,14029480.0,0.0,7808020.0,6221459.0,,384.85,4.32
22252,NonResidential,Other,6,BALLARD,47.66621,-122.37502,1961,1.0,1,32000,0,32000,"Office, Other - Recreation",Other - Recreation,29880.0,Office,4700.0,,0.0,,1331122.125,0.0,548631.0,782491.0,,45.38,1.42
22259,NonResidential,Mixed Use Property,6,BALLARD,47.66389,-122.37307,1910,1.0,2,31140,0,31140,"Non-Refrigerated Warehouse, Other, Retail Store",Other,14840.0,Retail Store,9400.0,Non-Refrigerated Warehouse,6900.0,,935580.3125,0.0,234613.0,700967.0,,38.86,1.25
22261,NonResidential,Warehouse,6,BALLARD,47.6644,-122.37246,1975,1.0,3,41478,0,41478,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,31932.0,Office,9546.0,,0.0,3.0,3035962.25,0.0,1799383.0,1236579.0,,78.22,1.89
22264,NonResidential,Warehouse,6,BALLARD,47.66411,-122.37185,1980,1.0,1,39840,0,39840,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,39840.0,,0.0,,0.0,2.0,752104.0,0.0,752104.0,0.0,,5.24,0.13
22312,Nonresidential COS,Other,6,BALLARD,47.66984,-122.3842,2004,1.0,1,30576,15576,15000,"Library, Other - Services",Library,15000.0,Other - Services,3100.0,,0.0,,1533245.75,0.0,930038.0,603208.0,,38.52,1.26
22327,NonResidential,Other,6,BALLARD,47.66894,-122.38242,1924,1.0,2,21528,0,21528,Social/Meeting Hall,Social/Meeting Hall,21528.0,,0.0,,0.0,,306911.0938,0.0,209914.0,96997.0,,6.61,0.31
22332,NonResidential,Other,6,BALLARD,47.66908,-122.38627,1928,1.0,2,30000,0,30000,"Parking, Strip Mall",Strip Mall,25828.0,Parking,0.0,,0.0,,1094940.75,0.0,975561.0,119380.0,,13.14,0.44
22420,NonResidential,Other,6,BALLARD,47.67482,-122.37316,1942,1.0,2,30087,0,30087,Other,Other,30554.0,,0.0,,0.0,,5274642.0,0.0,5274641.0,0.0,,36.77,1.22
22438,NonResidential,Worship Facility,6,BALLARD,47.66327,-122.37439,1975,1.0,1,40445,0,40445,Worship Facility,Worship Facility,40445.0,,0.0,,0.0,92.0,786253.6875,0.0,271219.0,515035.0,,29.24,0.72
22440,NonResidential,Retail Store,6,BALLARD,47.66318,-122.37283,1996,1.0,1,23500,0,23500,Retail Store,Retail Store,23500.0,,0.0,,0.0,53.0,1137967.5,0.0,1021883.0,116084.0,,13.29,0.57
22454,NonResidential,Retail Store,6,BALLARD,47.67518,-122.36549,1967,1.0,1,22420,0,22420,Retail Store,Retail Store,23067.0,,0.0,,0.0,82.0,1404253.75,0.0,927422.0,476832.0,,31.79,1.42
22479,NonResidential,Supermarket / Grocery Store,7,MAGNOLIA / QUEEN ANNE,47.64909,-122.37788,1961,1.0,1,25842,0,25842,Supermarket/Grocery Store,Supermarket/Grocery Store,25987.0,,0.0,,0.0,35.0,8518313.0,0.0,4656997.0,3861316.0,,237.54,9.19
22480,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.65018,-122.37787,1992,1.0,3,26389,0,26389,"Fitness Center/Health Club/Gym, Office",Office,16766.0,Fitness Center/Health Club/Gym,9623.0,,0.0,,1208035.375,0.0,1208035.0,0.0,,8.42,0.32
22486,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.65252,-122.37587,1982,1.0,3,25859,0,25859,"Office, Parking",Office,25859.0,Parking,4000.0,,0.0,88.0,858780.625,0.0,665707.0,193073.0,,14.9,0.58
22502,NonResidential,Warehouse,7,MAGNOLIA / QUEEN ANNE,47.66238,-122.38831,1974,1.0,1,25600,0,25600,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,20600.0,Office,5000.0,,0.0,1.0,1730600.625,0.0,1249609.0,480992.0,,34.26,1.34
22504,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.66126,-122.38751,1965,1.0,1,23169,0,23169,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,10200.0,,0.0,,0.0,,222255.9063,0.0,222256.0,0.0,,1.55,0.07
22509,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.66106,-122.38576,2008,1.0,4,41784,8399,33385,"Office, Parking",Office,33385.0,Parking,8399.0,,0.0,89.0,1294615.25,0.0,1294615.0,0.0,,9.03,0.22
22511,NonResidential,Warehouse,7,MAGNOLIA / QUEEN ANNE,47.66206,-122.38948,1960,1.0,1,56884,0,56884,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56884.0,,0.0,,0.0,71.0,1388345.125,0.0,785464.0,602881.0,,37.49,0.66
22519,NonResidential,Retail Store,6,BALLARD,47.6917,-122.37617,1989,1.0,1,32810,0,32810,Retail Store,Retail Store,32810.0,,0.0,,0.0,66.0,2017967.75,0.0,1316268.0,701700.0,,46.44,1.42
22547,NonResidential,Self-Storage Facility,7,MAGNOLIA / QUEEN ANNE,47.64455,-122.37581,1980,1.0,3,30989,0,30989,Self-Storage Facility,Self-Storage Facility,30989.0,,0.0,,0.0,,97690.39844,0.0,97690.0,0.0,,0.68,0.02
22548,NonResidential,Self-Storage Facility,7,MAGNOLIA / QUEEN ANNE,47.64418,-122.37587,1915,1.0,3,39952,0,39952,Self-Storage Facility,Self-Storage Facility,39952.0,,0.0,,0.0,,57133.19922,0.0,57133.0,0.0,,0.4,0.01
22574,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.65504,-122.37402,1961,1.0,2,20022,0,20022,Office,Office,20784.0,,0.0,,0.0,80.0,657385.8125,0.0,657386.0,0.0,,4.58,0.23
22577,NonResidential,Distribution Center,7,MAGNOLIA / QUEEN ANNE,47.65563,-122.37194,1960,1.0,2,36498,0,36498,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,18229.0,Non-Refrigerated Warehouse,17200.0,,0.0,89.0,520011.8125,0.0,277628.0,242384.0,,14.81,0.41
22579,NonResidential,Distribution Center,7,MAGNOLIA / QUEEN ANNE,47.66161,-122.39075,1968,1.0,1,35946,0,35946,"Distribution Center, Office",Distribution Center,31845.0,Office,4101.0,,0.0,,469499.8125,0.0,300259.0,169240.0,,11.08,0.31
22585,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.66006,-122.38631,2007,1.0,4,30152,5680,24472,"Office, Parking",Office,25184.0,Parking,4968.0,,0.0,96.0,845044.125,0.0,844068.0,976.0,,5.94,0.2
22607,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.65881,-122.38382,1979,1.0,4,22365,0,22365,Office,Office,21617.0,,0.0,,0.0,71.0,727385.8125,0.0,727386.0,0.0,,5.07,0.23
22609,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.65801,-122.3839,1994,1.0,4,30172,0,30172,Office,Office,30172.0,,0.0,,0.0,82.0,904059.875,0.0,904060.0,0.0,,6.3,0.21
22650,NonResidential,Warehouse,6,BALLARD,47.66353,-122.38064,1927,1.0,4,42500,0,42500,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,42500.0,Retail Store,5091.0,,0.0,100.0,241478.5938,0.0,241478.0,0.0,,1.68,0.04
22654,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.66691,-122.38416,1901,1.0,4,23032,0,23032,"Office, Restaurant, Retail Store",Office,14448.0,Restaurant,5300.0,Retail Store,1460.0,,1121537.75,0.0,1121537.0,0.0,,7.82,0.34
22672,NonResidential,Other,6,BALLARD,47.66646,-122.38263,1900,1.0,3,45750,4914,40836,"Other, Parking",Other,42850.0,Parking,2900.0,,0.0,,7240274.0,0.0,1749609.0,5490664.0,,303.81,6.64
22676,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.66497,-122.38047,1968,1.0,2,23500,0,23500,Office,Office,23500.0,,0.0,,0.0,26.0,1686405.0,0.0,1192984.0,493421.0,,34.52,1.47
22678,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.66431,-122.37988,1966,1.0,1,22282,0,22282,Office,Office,22282.0,,0.0,,0.0,93.0,579888.3125,0.0,306298.0,273590.0,,16.67,0.75
22679,NonResidential,Self-Storage Facility,6,BALLARD,47.66351,-122.37961,1902,1.0,2,24000,0,24000,Self-Storage Facility,Self-Storage Facility,24000.0,,0.0,,0.0,,502898.6875,0.0,201999.0,300900.0,,17.39,0.72
22684,NonResidential,Mixed Use Property,6,BALLARD,47.66852,-122.38175,1909,1.0,3,27085,0,27085,"Multifamily Housing, Office, Other, Strip Mall",Strip Mall,9500.0,Office,8196.0,Multifamily Housing,6700.0,,1995131.75,0.0,981638.0,1013494.0,,60.67,2.24
22801,Nonresidential COS,Other,5,NORTH,47.70544,-122.2918,1996,1.0,2,29258,0,29258,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,31991.0,Fitness Center/Health Club/Gym,2648.0,Swimming Pool,0.0,,8086943.5,0.0,2608582.0,5478361.0,,309.14,10.57
22804,NonResidential,Small- and Mid-Sized Office,5,NORTH,47.719,-122.29966,1931,1.0,2,37500,0,37500,Office,Office,37500.0,,0.0,,0.0,58.0,2235765.5,0.0,1614256.0,621509.0,,44.26,1.18
22810,NonResidential,K-12 School,5,NORTHWEST,47.73143,-122.32784,1930,1.0,3,23983,0,23983,K-12 School,K-12 School,23983.0,,0.0,,0.0,61.0,1164364.75,0.0,618998.0,545367.0,,33.28,1.39
22818,NonResidential,Distribution Center,1,DELRIDGE,47.55832,-122.35239,1980,1.0,1,24100,0,24100,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,20100.0,Non-Refrigerated Warehouse,3500.0,,0.0,22.0,809870.8125,0.0,271509.0,538362.0,,30.49,1.27
22830,NonResidential,Worship Facility,1,SOUTHWEST,47.51709,-122.37797,1971,1.0,1,23772,0,23772,Worship Facility,Worship Facility,23772.0,,0.0,,0.0,100.0,100841.7031,0.0,100842.0,0.0,Low outlier,0.7,0.03
22834,NonResidential,K-12 School,4,NORTHEAST,47.66665,-122.31818,2004,3.0,2,31343,0,31343,K-12 School,K-12 School,51515.0,,0.0,,0.0,5.0,3846501.25,0.0,1639135.0,2207366.0,,128.66,4.1
